Feature,Subgroup Range,AUC >0,AUC >1,AUC >2,Spearman Corr >0,Spearman Corr >1,Spearman Corr >2,Max AUC,Max AUC,Mean AUC
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH",0.521578833,0.520988574,0.573595506,-0.036532655,-0.04695594,-0.077413556,0.573595506,0.573595506,0.538720971
HbA1c,NAFL,0.508928571,0.573529412,0.504545455,-0.004477808,-0.086200803,0.003194943,0.573529412,0.573529412,0.529001146
FIB-4,"None, NAFL, Probable NASH",0.510196078,0.573333333,0.508,0.014044414,-0.10394023,0.003450328,0.573333333,0.573333333,0.530509804
FIB-4,"Others, NAFL",0.712372449,0.564102564,0.573170732,-0.346827335,-0.057192679,-0.038645723,0.712372449,0.573170732,0.616548582
Smoking,"Others, NAFL",0.580357143,0.512820513,0.573170732,0.216506351,0.018871284,-0.063757671,0.580357143,0.573170732,0.555449462
Glucose,"Others, Probable NASH",0.602657005,0.572802198,,0.17183034,0.114263171,,0.602657005,0.572802198,0.587729601
BMI_C,"None, NAFL",0.615,0.555555556,0.57278481,0.200535242,0.054924056,0.04263813,0.615,0.57278481,0.581113455
AST,NAFL,0.946428571,0.545751634,0.572727273,-0.203239895,0.048688937,-0.046404128,0.946428571,0.572727273,0.688302493
SFA (Volume),Cirrhosis,0.817460317,0.572727273,0.52,0.457509011,-0.097930637,0.018156826,0.817460317,0.572727273,0.636729197
Spleen (HU),"Others, NAFL",0.543367347,0.572649573,0.530487805,0.0708236,0.06481837,0.016102385,0.572649573,0.572649573,0.548834908
Sex,"None, NAFL, Probable NASH, NASH",0.532205595,0.563710879,0.57247191,-0.046659338,0.121976218,0.065236311,0.57247191,0.57247191,0.556129462
FIB-4,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.569086022,0.572358125,0.541666667,-0.104472322,-0.11412834,-0.031334464,0.572358125,0.572358125,0.561036938
SBP,"Probable NASH, NASH",0.577669903,0.571808511,0.541035354,0.05106621,0.123518705,0.037407013,0.577669903,0.571808511,0.563504589
VFA (Attenuation),"Others, Cirrhosis",0.513708514,0.571428571,0.528846154,-0.023154123,-0.071734215,-0.018874521,0.571428571,0.571428571,0.537994413
BMI,NASH,0.574561404,0.571095571,0.528301887,-0.063944125,0.118278374,0.033099198,0.574561404,0.571095571,0.557986287
SFA (Area),"NAFL, Probable NASH, NASH, Cirrhosis",0.583333333,0.570774648,0.54283054,0.067253477,0.118484328,0.036002618,0.583333333,0.570774648,0.565646174
DBP,NASH,0.903508772,0.545454545,0.570754717,0.346297874,0.075674644,0.082807133,0.903508772,0.570754717,0.673239345
Glucose,"Others, Probable NASH, NASH, Cirrhosis",0.575414124,0.55400641,0.570529801,0.109939404,0.091817738,-0.058986159,0.575414124,0.570529801,0.566650112
PT INR,Probable NASH,,0.57047619,,,-0.121996378,,0.57047619,0.57047619,0.57047619
LSM_C,NAFL,0.785714286,0.570261438,0.504545455,0.140497374,-0.080764402,-0.003132679,0.785714286,0.570261438,0.620173726
Glucose,"Probable NASH, NASH",0.696601942,0.536879433,0.570075758,-0.129248987,0.063430703,-0.063873561,0.696601942,0.570075758,0.601185711
이상지질혈증 유무,Cirrhosis,0.69047619,0.518181818,0.57,-0.327968025,0.029250897,0.07592566,0.69047619,0.57,0.592886003
T.bil,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.590501792,0.569969525,0.533333333,-0.137269808,-0.110693445,-0.025143112,0.590501792,0.569969525,0.56460155
SFA (Attenuation),"Others, NASH, Cirrhosis",0.541233541,0.556338028,0.56952381,-0.066727983,-0.094856339,-0.067863681,0.56952381,0.56952381,0.55569846
SFA (Attenuation),"Probable NASH, NASH, Cirrhosis",0.778225806,0.569453735,0.542741935,-0.253283075,-0.120247137,-0.038910154,0.778225806,0.569453735,0.630140492
Spleen (Volume),"Probable NASH, NASH, Cirrhosis",0.511290323,0.519732441,0.569354839,-0.010278154,0.034163312,0.06313723,0.569354839,0.569354839,0.533459201
LSM_C,"NAFL, Probable NASH",0.828431373,0.543128655,0.569306931,0.116987019,0.068904494,-0.034741239,0.828431373,0.569306931,0.646955653
Glucose,"Others, None, NAFL, Probable NASH, NASH",0.560983827,0.56909701,0.54097561,0.092739067,0.110428158,0.02989908,0.56909701,0.56909701,0.557018816
Smoking,"Others, None, NAFL, Probable NASH",0.515837104,0.529600467,0.569078947,0.043648775,0.06559592,-0.045580284,0.569078947,0.569078947,0.538172173
Spleen (Volume),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.570519713,0.517337946,0.56884058,0.106640359,0.027346631,0.051769983,0.570519713,0.56884058,0.552232746
ALT,Probable NASH,,0.568571429,,,0.118398405,,0.568571429,0.568571429,0.568571429
PT INR,"Others, Probable NASH, NASH",0.594581898,0.568018018,0.505456349,-0.138436713,-0.117397609,-0.004487208,0.594581898,0.568018018,0.556018755
SMA (Attenuation),"NASH, Cirrhosis",0.602564103,0.502066116,0.567948718,0.112766131,0.003578848,-0.074707562,0.602564103,0.567948718,0.557526312
Sex,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.534920635,0.5592723,0.567528736,-0.051769794,0.111940239,0.06225171,0.567528736,0.567528736,0.553907224
Liver (HU),"Others, Cirrhosis",0.555555556,0.546938776,0.567307692,-0.093835129,-0.047139627,0.044040548,0.567307692,0.567307692,0.556600674
Glucose,"Others, NAFL, Probable NASH, NASH",0.569870283,0.567030303,0.536464088,0.090414662,0.110451335,0.028143458,0.569870283,0.567030303,0.557788225
SFA (Attenuation),"NAFL, Probable NASH, NASH",0.666666667,0.566635745,0.517532468,-0.099262947,-0.113200179,0.0145331,0.666666667,0.566635745,0.583611626
PT INR,"Others, NASH",0.58573854,0.566457352,0.51796875,-0.142185055,-0.11461276,-0.017933599,0.58573854,0.566457352,0.556721547
HbA1c,"Others, None, NAFL, Probable NASH",0.54638009,0.566054243,0.501644737,0.0836208,0.095755875,0.000709928,0.566054243,0.566054243,0.538026357
LSM,"NAFL, Probable NASH",0.735294118,0.565789474,0.522277228,0.080189421,0.100565963,0.010684218,0.735294118,0.565789474,0.60778694
PLT,NAFL,0.714285714,0.565359477,0.563636364,0.097495029,0.069512759,0.040578589,0.714285714,0.565359477,0.614427185
Nephropathy 유무,NASH,0.581140351,0.565268065,0.556603774,-0.134889247,-0.210483186,-0.128322065,0.581140351,0.565268065,0.56767073
PT INR,"NAFL, Probable NASH, NASH, Cirrhosis",0.615909091,0.565258216,0.518854749,-0.093639397,-0.10936126,-0.015865231,0.615909091,0.565258216,0.566674018
HbA1c,"None, NAFL, Probable NASH",0.561372549,0.565185185,0.504,0.092661702,0.101271398,-0.001890976,0.565185185,0.565185185,0.543519245
SMA (Attenuation),"Others, NASH, Cirrhosis",0.545738046,0.506722151,0.564761905,0.074017595,0.011318086,-0.063215484,0.564761905,0.564761905,0.539074034
Sex,"NASH, Cirrhosis",0.564102564,0.545454545,0.564102564,-0.08356345,0.093352006,0.08356345,0.564102564,0.564102564,0.557886558
PLT,"Others, NAFL",0.507653061,0.552350427,0.56402439,0.012500371,0.046715159,0.033820658,0.56402439,0.56402439,0.541342626
BMI_C,"Probable NASH, NASH, Cirrhosis",0.549193548,0.563879599,0.552419355,0.047864719,0.118206108,-0.051003389,0.563879599,0.563879599,0.555164167
DBP,Probable NASH,,0.563809524,,,0.110240956,,0.563809524,0.563809524,0.563809524
SFA (Attenuation),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.55380117,0.563667721,0.50566343,-0.070706358,-0.103358415,0.004474479,0.563667721,0.563667721,0.541044107
VFA (Volume),Cirrhosis,0.841269841,0.563636364,0.5,0.491822187,0.085689307,0,0.841269841,0.563636364,0.634968735
VFI,Cirrhosis,0.801587302,0.563636364,0.52,0.43463356,0.085689307,-0.018156826,0.801587302,0.563636364,0.628407888
SFI,Cirrhosis,0.785714286,0.563636364,0.5,0.41175811,-0.085689307,0,0.785714286,0.563636364,0.616450216
Liver (HU),Cirrhosis,0.674603175,0.563636364,0.56,-0.251629956,-0.085689307,0.054470478,0.674603175,0.563636364,0.599413179
FIB-4,"Others, NAFL, Probable NASH, NASH",0.685731132,0.563151515,0.543093923,-0.240282126,-0.104033679,-0.033252058,0.685731132,0.563151515,0.597325523
T.bil,"Others, NAFL, Probable NASH, NASH",0.615172956,0.548545455,0.562983425,-0.149534782,-0.080258993,-0.048773478,0.615172956,0.562983425,0.575567279
Spleen_Vl_Nor_BSA,"Probable NASH, NASH, Cirrhosis",0.543548387,0.522408027,0.562903226,-0.039644307,-0.038795625,0.057264,0.562903226,0.562903226,0.542953213
LDL,"NASH, Cirrhosis",0.675641026,0.556301653,0.562820513,0.220220536,0.111213721,-0.078765009,0.675641026,0.562820513,0.598254397
Smoking,"Others, NAFL, Probable NASH",0.555672269,0.539194534,0.5625,0.139327101,0.096792918,-0.046829291,0.5625,0.5625,0.552455601
LSM,"Others, NAFL",0.777104592,0.561965812,0.50304878,-0.45522071,-0.055613513,-0.00161977,0.777104592,0.561965812,0.614039728
고혈압유무,"Others, None, NAFL, Probable NASH, NASH",0.5606469,0.561775473,0.535365854,0.126009766,0.134891381,0.035258522,0.561775473,0.561775473,0.552596076
T.bil,"Others, None, NAFL, Probable NASH, NASH",0.580918688,0.547996746,0.561463415,-0.123437922,-0.076945653,-0.044988427,0.580918688,0.561463415,0.563459616
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH",0.598389356,0.561308882,0.5234375,0.140115873,-0.086155699,0.009992896,0.598389356,0.561308882,0.561045246
HbA1c,"Others, NAFL",0.512117347,0.560897436,0.512195122,0.021944656,-0.060251815,0.007142599,0.560897436,0.560897436,0.528403302
BMI,"Probable NASH, NASH, Cirrhosis",0.550806452,0.560869565,0.538709677,0.04625175,0.105385263,-0.035239428,0.560869565,0.560869565,0.550128565
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.558019713,0.560579853,0.519202899,0.112282297,0.122281022,-0.018480978,0.560579853,0.560579853,0.545934155
FIB-4_C,"NAFL, Probable NASH, NASH, Cirrhosis",0.71969697,0.560211268,0.524674115,-0.191125898,-0.108657684,-0.022357416,0.71969697,0.560211268,0.601527451
HbA1c,"None, NAFL",0.541071429,0.56,0.512658228,0.073287492,-0.06069928,0.007588003,0.56,0.56,0.537909885
TFI,"Others, NAFL",0.565688776,0.55982906,0.524390244,0.107276923,-0.053379834,0.012881908,0.565688776,0.55982906,0.54996936
Spleen_Vl_Nor_BSA,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.579678363,0.515377982,0.559466019,0.104714579,-0.024964674,0.046982032,0.579678363,0.559466019,0.551507455
HbA1c,"Probable NASH, NASH, Cirrhosis",0.624596774,0.536566332,0.559274194,0.117122802,0.065371197,-0.055718615,0.624596774,0.559274194,0.5734791
PLT,"Others, Cirrhosis",0.73953824,0.559183673,0.538461538,-0.404618676,0.059441453,0.025167946,0.73953824,0.559183673,0.612394484
HDL,Probable NASH,,0.559047619,,,-0.102502932,,0.559047619,0.559047619,0.559047619
HbA1c,"NASH, Cirrhosis",0.632051282,0.513688017,0.558974359,0.148173066,0.024197614,-0.066174379,0.632051282,0.558974359,0.568237886
HbA1c,"Others, NAFL, Probable NASH",0.532037815,0.558791802,0.50390625,0.049873856,0.090312573,-0.001820585,0.558791802,0.558791802,0.531578622
PT INR,"None, NAFL, Probable NASH, NASH",0.713077424,0.558681073,0.555617978,-0.26689275,-0.097129624,-0.043283959,0.713077424,0.558681073,0.609125491
Spleen_Vl_Nor_WH,"Others, Probable NASH, NASH, Cirrhosis",0.517654752,0.558333333,0.549006623,0.025730394,-0.099147602,0.040974755,0.558333333,0.558333333,0.541664902
Spleen (Volume),"None, NAFL, Probable NASH",0.550196078,0.558148148,0.5,-0.069141731,-0.082417253,0,0.558148148,0.558148148,0.536114742
Ischemic Heart Diseae 유무,"NASH, Cirrhosis",0.611538462,0.511363636,0.557692308,-0.233650732,-0.03750293,-0.120853827,0.611538462,0.557692308,0.560198135
Ischemic Heart Diseae 유무,"Others, Cirrhosis",0.512987013,0.548979592,0.557692308,-0.040291148,0.09035079,-0.069337525,0.557692308,0.557692308,0.539886304
HbA1c,"Others, None, NAFL, Probable NASH, NASH",0.541385894,0.55755542,0.528292683,0.067077535,0.098035532,0.022003068,0.55755542,0.55755542,0.542411332
TG,"Others, Probable NASH",0.543478261,0.557234432,,0.072979582,0.090081811,,0.557234432,0.557234432,0.550356347
SFA (Attenuation),NASH,0.609649123,0.541958042,0.556603774,-0.094035478,-0.06980363,-0.066198396,0.609649123,0.556603774,0.569403646
Spleen (HU),"Others, NASH",0.542727787,0.501308216,0.55625,0.070707368,0.002251364,0.056020697,0.55625,0.55625,0.533428668
T.bil,"NASH, Cirrhosis",0.636538462,0.556043388,0.501923077,-0.150731035,-0.097471452,-0.002122972,0.636538462,0.556043388,0.564834976
FIB-4_C,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.558064516,0.556008566,0.526086957,-0.094772648,-0.09535024,-0.021174739,0.558064516,0.556008566,0.546720013
Spleen (HU),"Others, None, NAFL, Probable NASH",0.581825038,0.546515019,0.555921053,0.134050065,0.061271146,0.021932654,0.581825038,0.555921053,0.56142037
Height,NAFL,0.8125,0.555555556,0.554545455,0.142249455,0.059114604,0.034798577,0.8125,0.555555556,0.640867003
T.chol,"Probable NASH, NASH",0.672330097,0.555496454,0.506944444,0.11326179,0.095425286,0.006328107,0.672330097,0.555496454,0.578256998
Glucose,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.559318996,0.555308459,0.512318841,0.089719886,0.08725325,0.009265891,0.559318996,0.555308459,0.542315432
고혈압유무,"Others, NAFL, Probable NASH, NASH",0.553950472,0.555090909,0.528453039,0.093555348,0.121648493,0.029428475,0.555090909,0.555090909,0.545831473
HbA1c,"NAFL, Probable NASH",0.519607843,0.555068226,0.512376238,0.007235044,0.091138318,-0.006426516,0.555068226,0.555068226,0.529017436
Smoking,"Others, Probable NASH, NASH",0.537269026,0.55472973,0.518849206,0.11007963,0.190622537,0.031281156,0.55472973,0.55472973,0.536949321
SFA (Attenuation),"Others, NASH",0.514431239,0.525379383,0.5546875,-0.023881296,-0.043676456,-0.054464566,0.5546875,0.5546875,0.531499374
SFA (Attenuation),"Others, NAFL, Probable NASH, NASH",0.509040881,0.554545455,0.517679558,-0.011696273,-0.089856345,0.01364187,0.554545455,0.554545455,0.527088631
FIB-4,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.51047619,0.554479656,0.531198686,-0.013397708,-0.0887568,-0.024810288,0.554479656,0.554479656,0.532051511
Alb,"Probable NASH, NASH",0.504854369,0.554432624,0.500631313,-0.003202759,0.093956479,-0.000577498,0.554432624,0.554432624,0.519972769
고혈압유무,"Others, NASH",0.586021505,0.554421769,0.5125,0.184526906,0.121405227,-0.016137431,0.586021505,0.554421769,0.550981091
SFA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.575850044,0.554326923,0.538410596,-0.110545397,-0.092338014,-0.032115349,0.575850044,0.554326923,0.556195854
고혈압유무,NASH,0.583333333,0.515151515,0.554245283,-0.086831345,-0.030625985,-0.077078856,0.583333333,0.554245283,0.550910044
Spleen (Volume),"NAFL, Probable NASH, NASH, Cirrhosis",0.507575758,0.509741784,0.554003724,0.00611395,-0.016308781,0.045394586,0.554003724,0.554003724,0.523773755
HbA1c,"Others, None, NAFL",0.526442308,0.553921569,0.516509434,0.051130708,-0.047799681,0.008613643,0.553921569,0.553921569,0.532291103
당뇨병/당뇨병 전단계 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.551587302,0.553892801,0.526272578,0.083373774,0.110957727,-0.026403269,0.553892801,0.553892801,0.54391756
HbA1c,"None, NAFL, Probable NASH, NASH",0.534374322,0.553837556,0.523033708,0.045589672,0.094356534,0.018980542,0.553837556,0.553837556,0.537081862
Smoking,"Probable NASH, NASH",0.553398058,0.553723404,0.511994949,0.066707107,0.175584476,0.020775862,0.553723404,0.553723404,0.539705471
T.bil,"NAFL, Probable NASH, NASH, Cirrhosis",0.609343434,0.553697183,0.518156425,-0.088562231,-0.09021828,-0.015316894,0.609343434,0.553697183,0.560399014
Smoking,"Others, Probable NASH, NASH, Cirrhosis",0.533456844,0.553365385,0.550331126,0.091605377,0.170402604,0.079058652,0.553365385,0.553365385,0.545717785
HbA1c,"Others, Probable NASH, NASH",0.538834951,0.553153153,0.520833333,0.059329527,0.095756701,0.017882889,0.553153153,0.553153153,0.537607146
T.bil,"Others, NASH",0.641482739,0.539508111,0.553125,-0.235126272,-0.068280396,-0.053133491,0.641482739,0.553125,0.578038617
T.bil,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.548174603,0.552621283,0.518062397,-0.061816412,-0.086017582,-0.014412171,0.552621283,0.552621283,0.539619428
이상지질혈증 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.577923977,0.530181087,0.552588997,-0.133799708,-0.064014553,-0.054284411,0.577923977,0.552588997,0.553564687
Spleen_Vl_Nor_BSA,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.526433692,0.524256651,0.552536232,0.039973197,-0.038259301,0.039508671,0.552536232,0.552536232,0.534408858
고혈압유무,"None, NAFL, Probable NASH, NASH",0.545868575,0.552533532,0.526404494,0.076521649,0.115813715,0.027369028,0.552533532,0.552533532,0.541602201
Spleen_Vl_Nor_BSA,"Others, NASH, Cirrhosis",0.616077616,0.523367478,0.552380952,0.187847685,0.039343822,0.051130171,0.616077616,0.552380952,0.563942015
Alb,Probable NASH,,0.552380952,,,0.090799817,,0.552380952,0.552380952,0.552380952
Ischemic Heart Diseae 유무,"Others, NASH, Cirrhosis",0.529106029,0.503841229,0.552380952,-0.092458769,-0.012695293,-0.100365632,0.552380952,0.552380952,0.528442737
FIB-4_C,"Others, NAFL, Probable NASH, NASH",0.690251572,0.552242424,0.528176796,-0.266943577,-0.093340036,-0.023580258,0.690251572,0.552242424,0.590223597
SMA (Attenuation),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.527460317,0.525919405,0.552134647,0.035118236,0.042227203,-0.041459298,0.552134647,0.552134647,0.535171457
Glucose,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.563157895,0.552026444,0.507281553,0.083020475,0.084477588,0.005754105,0.563157895,0.552026444,0.540821964
Spleen (HU),"None, NAFL, Probable NASH",0.603529412,0.536296296,0.552,0.142604819,0.051445164,0.022427131,0.603529412,0.552,0.563941903
HbA1c,"Others, Probable NASH, NASH, Cirrhosis",0.577048823,0.544791667,0.551986755,0.117006452,0.079327106,-0.045291143,0.577048823,0.551986755,0.557942415
Spleen (Volume),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.51952381,0.513888889,0.55090312,-0.024968457,-0.022627407,0.040479944,0.55090312,0.55090312,0.528105273
Spleen (Volume),"Others, NAFL, Probable NASH",0.671918768,0.504494786,0.55078125,0.244828804,0.0063164,0.021651276,0.671918768,0.55078125,0.575731601
이상지질혈증 유무,"NAFL, Probable NASH, NASH, Cirrhosis",0.698737374,0.52899061,0.550744879,-0.210643265,-0.063740078,-0.056020218,0.698737374,0.550744879,0.592824288
FIB-4,"None, NAFL",0.502857143,0.504444444,0.550632911,0.0045723,0.004032389,0.027220754,0.550632911,0.550632911,0.5193115
HbA1c,"Others, NAFL, Probable NASH, NASH",0.516509434,0.550121212,0.522375691,0.022619583,0.087443473,0.018284984,0.550121212,0.550121212,0.529668779
BMI,"NASH, Cirrhosis",0.528205128,0.550103306,0.525641026,0.031010686,0.086787075,-0.028191533,0.550103306,0.550103306,0.53464982
Sex,Cirrhosis,0.55952381,0.504545455,0.55,-0.100727871,-0.007186995,0.053300179,0.55952381,0.55,0.538023088
Spleen (HU),"Others, Probable NASH, NASH",0.553398058,0.500225225,0.549603175,0.078005072,0.000387977,0.040713427,0.553398058,0.549603175,0.534408819
Spleen_Vl_Nor_BSA,"NASH, Cirrhosis",0.502564103,0.549586777,0.517948718,0.002819153,-0.085892363,0.019734073,0.549586777,0.549586777,0.523366532
이상지질혈증 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.541845878,0.524750844,0.549275362,-0.083256469,-0.051363008,-0.048754822,0.549275362,0.549275362,0.538624028
Glucose,"None, NAFL, Probable NASH, NASH",0.507156799,0.548994039,0.528932584,0.008956765,0.081027035,0.022497386,0.548994039,0.548994039,0.528361141
이상지질혈증 유무,"Others, Probable NASH",0.528582931,0.548992674,,-0.062896122,-0.101087808,,0.548992674,0.548992674,0.538787802
HbA1c,"Others, NASH, Cirrhosis",0.58038808,0.527368758,0.548571429,0.134483871,0.047636625,-0.049012393,0.58038808,0.548571429,0.552109422
SMA (Attenuation),"NAFL, Probable NASH, NASH, Cirrhosis",0.664141414,0.535680751,0.548417132,0.132468913,0.059733367,-0.040698594,0.664141414,0.548417132,0.582746433
Smoking,"Probable NASH, NASH, Cirrhosis",0.510483871,0.548383501,0.543548387,0.016992666,0.149144592,0.070584919,0.548383501,0.548383501,0.534138586
Spleen_Vl_Nor_BSA,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.548888889,0.548122066,0.539819376,-0.062522639,-0.078399184,0.031665763,0.548888889,0.548122066,0.54561011
당뇨병/당뇨병 전단계 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.525950292,0.547954393,0.530744337,0.042612881,0.097271772,-0.030350088,0.547954393,0.547954393,0.534883007
Spleen (Volume),"NAFL, Probable NASH",0.676470588,0.547758285,0.50990099,0.059944078,-0.072763112,0.004732909,0.676470588,0.547758285,0.578043288
Cerebrovascualr disease 유무,Probable NASH,,0.547619048,,,0.232621053,,0.547619048,0.547619048,0.547619048
Smoking,"Others, NASH, Cirrhosis",0.543485793,0.537291933,0.547619048,0.128308018,0.114479743,0.084748806,0.547619048,0.547619048,0.542798925
SMA (Attenuation),"Others, NAFL, Probable NASH, NASH",0.60259434,0.547515152,0.517127072,0.132727269,0.07827486,0.013215561,0.60259434,0.547515152,0.555745521
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.551984127,0.52274061,0.547208539,-0.087969007,-0.049023148,-0.049676142,0.551984127,0.547208539,0.540644425
TFI,"Others, None, NAFL",0.604739011,0.527777778,0.547169811,0.181296592,-0.022042391,0.022030155,0.604739011,0.547169811,0.559895533
Ischemic Heart Diseae 유무,NASH,0.589912281,0.506993007,0.547169811,-0.162269694,-0.024482659,-0.116090865,0.589912281,0.547169811,0.548025033
Alb,"Others, Cirrhosis",0.551226551,0.546938776,0.509615385,0.086713562,0.047243285,-0.006305342,0.551226551,0.546938776,0.535926904
HbA1c,"NAFL, Probable NASH, NASH, Cirrhosis",0.601010101,0.534213615,0.546787709,0.085378793,0.059988965,-0.041190924,0.601010101,0.546787709,0.560670475
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH, NASH, Cirrhosis",0.529292929,0.542018779,0.546089385,-0.023640606,-0.070343899,0.038741931,0.546089385,0.546089385,0.539133698
FIB-4,"Others, None, NAFL, Probable NASH, NASH",0.575808625,0.545556233,0.536097561,-0.115257198,-0.072789674,-0.026333686,0.575808625,0.545556233,0.552487473
VFA (Area),Cirrhosis,0.698412698,0.545454545,0.54,0.285943132,0.061206648,0.036313652,0.698412698,0.545454545,0.594622415
BMI_C,NAFL,0.598214286,0.513071895,0.545454545,-0.048096899,0.014963999,0.031197663,0.598214286,0.545454545,0.552246909
고혈압유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.53655914,0.543818466,0.544927536,0.07391741,0.092406619,0.045173716,0.544927536,0.544927536,0.541768381
Nephropathy 유무,"NASH, Cirrhosis",0.511538462,0.534090909,0.544871795,-0.027066598,-0.125988158,-0.105258993,0.544871795,0.544871795,0.530167055
LSM,"Others, None, NAFL",0.598385989,0.501633987,0.544811321,-0.171155242,0.001303123,0.021033761,0.598385989,0.544811321,0.548277099
이상지질혈증 유무,Probable NASH,,0.544761905,,,-0.104541287,,0.544761905,0.544761905,0.544761905
SMA (Attenuation),"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.545430108,0.534964171,0.544565217,0.068699698,0.055147957,-0.033514252,0.545430108,0.544565217,0.541653165
SMA (Attenuation),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.596345029,0.544409313,0.540453074,0.126618179,0.072094245,-0.031960566,0.596345029,0.544409313,0.560402472
SMA (Attenuation),"Others, Probable NASH, NASH",0.569057313,0.544144144,0.51984127,0.10088046,0.076043571,-0.016285371,0.569057313,0.544144144,0.544347576
FIB-4,"Others, None, NAFL",0.605082418,0.544117647,0.523584906,-0.181891007,-0.035008503,-0.011015078,0.605082418,0.544117647,0.55759499
당뇨병/당뇨병 전단계 유무,"Others, NASH, Cirrhosis",0.53984754,0.544014085,0.515238095,0.078522071,0.090237957,-0.018112041,0.544014085,0.544014085,0.53303324
HbA1c,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.564605735,0.543818466,0.538586957,0.103577738,0.073273621,-0.030765099,0.564605735,0.543818466,0.549003719
Ischemic Heart Diseae 유무,"Others, NASH",0.513299377,0.502354788,0.54375,-0.046955671,-0.008646108,-0.092962225,0.54375,0.54375,0.519801389
HbA1c,"NAFL, Probable NASH, NASH",0.658490566,0.543444651,0.51525974,-0.099274757,0.077619916,0.013303299,0.658490566,0.543444651,0.572398319
Spleen (HU),"Others, None, NAFL, Probable NASH, NASH",0.570979335,0.512405939,0.543414634,0.107914888,0.019822188,0.031671595,0.570979335,0.543414634,0.542266636
당뇨병/당뇨병 전단계 유무,"Others, Probable NASH, NASH, Cirrhosis",0.543591979,0.543028846,0.52218543,0.077037855,0.088682491,-0.022492733,0.543591979,0.543028846,0.536268752
PT INR,"Others, NAFL, Probable NASH, NASH",0.616253931,0.537454545,0.54281768,-0.150579416,-0.06177545,-0.033078578,0.616253931,0.54281768,0.565508719
T.bil,"None, NAFL, Probable NASH, NASH",0.509976144,0.522106309,0.542696629,-0.012530648,-0.036692844,-0.033320909,0.542696629,0.542696629,0.524926361
Spleen (HU),NAFL,0.928571429,0.54248366,0.509090909,-0.194939497,0.045171577,0.005795438,0.928571429,0.54248366,0.660048666
Spleen (HU),NASH,0.574561404,0.520979021,0.54245283,0.063944125,-0.034901815,0.049648797,0.574561404,0.54245283,0.545997752
BMI_C,"NASH, Cirrhosis",0.532692308,0.536931818,0.542307692,0.038348959,0.068251793,-0.049628065,0.542307692,0.542307692,0.537310606
HbA1c,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.579761905,0.541324335,0.54228243,0.107572303,0.070998794,-0.035459553,0.579761905,0.54228243,0.554456223
HbA1c,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.561184211,0.538421002,0.542071197,0.084742674,0.065734185,-0.0350303,0.561184211,0.542071197,0.54722547
Spleen (HU),"Others, NASH, Cirrhosis",0.580734581,0.501600512,0.541904762,0.13065227,-0.002694782,0.040904137,0.580734581,0.541904762,0.541413285
고혈압유무,"NAFL, Probable NASH, NASH",0.567924528,0.54174397,0.516883117,-0.052713667,0.092404217,0.01823585,0.567924528,0.54174397,0.542183872
고혈압유무,"Probable NASH, NASH",0.589805825,0.511879433,0.541666667,-0.072624447,-0.025133327,-0.046717659,0.589805825,0.541666667,0.547783975
T.bil,"NAFL, Probable NASH, NASH",0.611320755,0.516465677,0.541558442,0.066579649,-0.028089655,-0.03459405,0.611320755,0.541558442,0.556448291
Glucose,"NAFL, Probable NASH, NASH",0.694339623,0.541434756,0.521753247,-0.11577348,0.070406695,0.018036348,0.694339623,0.541434756,0.585842542
당뇨병/당뇨병 전단계 유무,"NASH, Cirrhosis",0.582051282,0.508264463,0.541025641,-0.106217001,0.016854997,-0.0531085,0.582051282,0.541025641,0.543780462
