Feature,Subgroup Range,AUC (Steatosis Above None),AUC (Steatosis Above NAFL),AUC (Steatosis Above Probable NASH),Spearman Corr (Steatosis Above None),Spearman Corr (Steatosis Above NAFL),Spearman Corr (Steatosis Above Probable NASH),Max AUC
SMI,"NAFL, Probable NASH, NASH",,0.5533694048204624,0.5007162183670222,,0.08803928867177309,0.0011991784976865623,0.5533694048204624
Smoking,"NAFL, Probable NASH",,0.5530129672006102,,,-0.14943126970723916,,0.5530129672006102
Spleen_Vl_Nor_BSA,"Others, None, NAFL, Probable NASH, NASH",0.523194643711143,0.5070093457943925,0.5529061102831595,0.0341783882330968,-0.012140543043707083,0.08262052904710444,0.5529061102831595
SMA (Attenuation),"Others, Cirrhosis",0.5528120713305898,0.5528120713305898,0.5528120713305898,-0.0914888795363156,-0.0914888795363156,-0.0914888795363156,0.5528120713305898
DBP,"Others, Cirrhosis",0.5528120713305898,0.5528120713305898,0.5528120713305898,0.09161292994223996,0.09161292994223996,0.09161292994223996,0.5528120713305898
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5267233856893543,0.5467569559609361,0.5527916964924838,0.03857468992950205,0.10385557093250189,0.11898644103534253,0.5527916964924838
Liver (HU),"Probable NASH, NASH",,,0.552744119743407,,,0.09045731542595946,0.552744119743407
FIB-4_C,"NAFL, Probable NASH",,0.5526315789473685,,,0.10312921610447406,,0.5526315789473685
T.chol,"NAFL, Probable NASH, NASH",,0.5523856369896705,0.5044564698392489,,0.0864264383454941,-0.007462417994713797,0.5523856369896705
이상지질혈증 유무,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5490311599895261,0.5522947925860546,,0.1020698395754885,0.11859157322577563,0.5522947925860546
Spleen_Vl_Nor_BSA,"NAFL, Probable NASH, NASH",,0.5272995573044762,0.552283940792615,,-0.04503392185514659,0.08754003033111903,0.552283940792615
FIB-4,"Others, NASH, Cirrhosis",0.5521885521885521,0.5521885521885521,0.5521885521885521,-0.07663156054807375,-0.07663156054807375,-0.07663156054807375,0.5521885521885521
Smoking,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5521621097537328,0.511727078891258,0.5066433566433566,0.10271358646706825,-0.03411583996585723,0.01948384919928246,0.5521621097537328
HbA1c,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5510727851349964,0.5521006080707573,0.5337957497048407,0.07649879018842703,0.09511966727574611,0.059707245347068304,0.5521006080707573
SMA (Attenuation),"Others, Probable NASH, NASH",0.5520941502249913,0.5520941502249913,0.502357960925219,0.07238701152717514,0.07238701152717514,-0.004067811968621809,0.5520941502249913
Liver/Spleen Volume,"Others, Probable NASH, NASH",0.5372101073035652,0.5372101073035652,0.5517628565012351,-0.05170500823369653,-0.05170500823369653,-0.08929815797784067,0.5517628565012351
이상지질혈증 유무,"Others, NAFL",0.5516569200779727,,,-0.11533054268821138,,,0.5516569200779727
T.bil,"None, NAFL, Probable NASH, NASH",0.5398882113821138,0.5238260066920504,0.5511811023622047,-0.04628980619288949,-0.04102975395814745,-0.08332775256471163,0.5511811023622047
HbA1c,"Others, NAFL, Probable NASH",0.5323624595469256,0.5511128364389233,,0.04971334311952696,0.09255065476970642,,0.5511128364389233
Age,"None, NAFL, Probable NASH",0.504247572815534,0.5509930220075148,,0.005762485862038471,0.08493310134271286,,0.5509930220075148
Sex,"Probable NASH, NASH",,,0.5506058446186743,,,-0.10150148707953664,0.5506058446186743
HbA1c,"Others, Probable NASH, NASH, Cirrhosis",0.5504422332780542,0.5504422332780542,0.5172011207970112,0.06802376776912562,0.06802376776912562,0.030909473516871865,0.5504422332780542
Liver/Spleen HU,"Probable NASH, NASH",,,0.5498930862437634,,,-0.08556773080834004,0.5498930862437634
Smoking,"Others, NASH, Cirrhosis",0.5496632996632996,0.5496632996632996,0.5496632996632996,0.13295878040159823,0.13295878040159823,0.13295878040159823,0.5496632996632996
SMA (Area),"Probable NASH, NASH",,,0.549536707056308,,,-0.08495653273113761,0.549536707056308
HbA1c,"Others, Cirrhosis",0.5493827160493827,0.5493827160493827,0.5493827160493827,-0.09077049353075033,-0.09077049353075033,-0.09077049353075033,0.5493827160493827
Nephropathy 유무,"Others, NASH",0.5491803278688525,0.5491803278688525,0.5491803278688525,0.17996401079640126,0.17996401079640126,0.17996401079640126,0.5491803278688525
HDL,"Others, None, NAFL, Probable NASH",0.543023034456501,0.5490136876006442,,-0.0707375797468115,-0.07837068265947499,,0.5490136876006442
Spleen_Vl_Nor_WH,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5322862129144852,0.5404919845218352,0.5489964580873672,-0.045613966896636535,-0.06972881810513876,0.08164796180257904,0.5489964580873672
Spleen (Volume),"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5331588132635253,0.513635526073337,0.5488546886184682,-0.03617246826020124,-0.02288883389890769,0.08321589854052816,0.5488546886184682
SMA (Attenuation),"Others, None, NAFL, Probable NASH",0.5488292404340377,0.5245571658615137,,0.07960910246230783,-0.03893570973770848,,0.5488292404340377
Liver/Spleen Volume,"Probable NASH, NASH",,,0.5488239486813971,,,-0.08373413657673275,0.5488239486813971
SFA (Area),"Others, Cirrhosis",0.5486968449931413,0.5486968449931413,0.5486968449931413,0.08435987593608321,0.08435987593608321,0.08435987593608321,0.5486968449931413
HbA1c,"NAFL, Probable NASH",,0.5486270022883295,,,0.0909714437686494,,0.5486270022883295
Smoking,"Others, NAFL, Probable NASH, NASH",0.5485546522131889,0.5200267022696929,0.5041614123581337,0.10395516943576108,-0.061087508156232824,-0.011923088924496906,0.5485546522131889
Liver/Spleen HU,"Probable NASH, NASH, Cirrhosis",,,0.5484189723320159,,,0.0796404559480236,0.5484189723320159
SFA (Area),"Probable NASH, NASH, Cirrhosis",,,0.5479249011857708,,,-0.07882789652470289,0.5479249011857708
SBP,"Probable NASH, NASH",,,0.547576621525303,,,-0.08163373890747588,0.547576621525303
SBP,"Probable NASH, NASH, Cirrhosis",,,0.5475543478260869,,,-0.07824943568165692,0.5475543478260869
Age,"Others, None, NAFL",0.5474716202270382,,,-0.08213207445112694,,,0.5474716202270382
Smoking,"None, NAFL, Probable NASH, NASH",0.5370934959349594,0.547363562939887,0.5213631082999871,-0.07059281273312148,-0.13375620515376832,-0.057038276701770765,0.547363562939887
HbA1c,"Others, NASH, Cirrhosis",0.5473484848484849,0.5473484848484849,0.5473484848484849,0.07187199222006205,0.07187199222006205,0.07187199222006205,0.5473484848484849
Age,"Others, NAFL, Probable NASH, NASH",0.5473125564588979,0.5144080996884735,0.5158259773013871,-0.05711761414168426,0.024781527579673543,-0.025568012455616657,0.5473125564588979
ALT,"Others, None, NAFL",0.5472996216030273,,,-0.08181109747720879,,,0.5472996216030273
SFI,"Probable NASH, NASH, Cirrhosis",,,0.5471837944664031,,,-0.07760881166363524,0.5471837944664031
Spleen_Vl_Nor_WH,"Others, NAFL, Probable NASH, NASH",0.546973803071364,0.5440587449933245,0.5407313997477932,0.056692125134371385,-0.07575771416634326,0.06578534200871061,0.546973803071364
SFI,"Others, None, NAFL",0.5469556243550051,,,0.08120740274935699,,,0.5469556243550051
T.bil,"NAFL, Probable NASH, NASH",,0.5135268076733891,0.546554193856438,,-0.02240817192760084,-0.07827519111592882,0.546554193856438
ALT,"NAFL, Probable NASH, NASH",,0.5077061813412035,0.54647461403788,,0.012713705117637959,0.07782209437277227,0.54647461403788
SFA (Volume),"Others, NAFL",0.5464587394411956,,,0.07516728185111728,,,0.5464587394411956
AST,"None, NAFL, Probable NASH",0.5230582524271845,0.546430488459474,,0.03128091996873205,0.0773309904304251,,0.546430488459474
Age,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5089441535776614,0.5463423622627603,0.5237562634216177,0.009759858417037576,0.07781351643169855,0.040476531886782574,0.5463423622627603
Spleen (HU),"Others, Probable NASH, NASH",0.5462097611630322,0.5462097611630322,0.5059510442398383,0.06421040557393942,0.06421040557393942,0.01026638258747409,0.5462097611630322
TG,"Others, NASH, Cirrhosis",0.5460858585858586,0.5460858585858586,0.5460858585858586,0.06772219942308258,0.06772219942308258,0.06772219942308258,0.5460858585858586
HbA1c,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5392670157068062,0.5460643212508883,0.5278846153846153,0.0472238306602733,0.0818448711927884,0.049947346614164376,0.5460643212508883
Sex,"Probable NASH, NASH, Cirrhosis",,,0.5459486166007905,,,-0.08846701485704753,0.5459486166007905
SMI,"None, NAFL, Probable NASH, NASH",0.509400406504065,0.5458636206299757,0.5029043500709952,0.010867085821346219,0.07867588781271366,0.004710366046151144,0.5458636206299757
Age,"Others, Probable NASH, NASH",0.534614053305642,0.534614053305642,0.5458118122613969,-0.04811130171343426,-0.04811130171343426,-0.07905415451412726,0.5458118122613969
VFA (Attenuation),"Others, NAFL",0.5458089668615984,,,-0.07411599119585688,,,0.5458089668615984
eGFR,"NAFL, Probable NASH",,0.545766590389016,,,-0.07882042456638828,,0.545766590389016
Spleen (Volume),"None, NAFL, Probable NASH, NASH",0.5457317073170731,0.5351332641052267,0.5282044662449981,-0.05286690399573836,-0.06026869896596555,0.045742888048178894,0.5457317073170731
ALT,"Others, None, NAFL, Probable NASH, NASH",0.5456121472979436,0.5170474212530287,0.526080476900149,-0.067217346498882,-0.029529513597107076,0.04073189732021915,0.5456121472979436
이상지질혈증 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5034390719638641,0.5344112769485905,0.5454545454545454,0.0063925810170657,0.07796474652654319,0.09965801236692477,0.5454545454545454
TG,"Others, Probable NASH, NASH, Cirrhosis",0.545190713101161,0.545190713101161,0.5280199252801993,0.05855321737483956,0.05855321737483956,0.04837678767287268,0.545190713101161
Smoking,"NAFL, Probable NASH, NASH",,0.545089358911297,0.5154384848002547,,-0.12600212231514776,-0.043788764068815586,0.545089358911297
AST,"NAFL, Probable NASH",,0.5450038138825324,,,0.07753506993760155,,0.5450038138825324
SMA (Attenuation),"Others, None, NAFL, Probable NASH, NASH",0.5282161645145863,0.540325372101073,0.5449222908239302,0.041577833108303326,-0.06984559331317902,-0.07015264236997601,0.5449222908239302
Waist,"Probable NASH, NASH, Cirrhosis",,,0.5447134387351777,,,-0.07354552309485854,0.5447134387351777
Spleen (HU),"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.544114795423696,0.5140369580668087,0.5255244755244755,0.05034096471775552,-0.02366484931286574,-0.043381896901393935,0.544114795423696
T.chol,"Probable NASH, NASH",,,0.5440128296507484,,,-0.07549128287518886,0.5440128296507484
HbA1c,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5439905734485467,0.5227824360105914,,0.0730301275711635,0.04120147049890305,0.5439905734485467
이상지질혈증 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5172580957921272,0.5324271499644635,0.5437062937062936,-0.02573045396006621,0.07142608229126161,0.0970539017788277,0.5437062937062936
HbA1c,"None, NAFL",0.5434941520467836,,,0.07671847336370087,,,0.5434941520467836
TG,"Others, Probable NASH",0.5434782608695652,0.5434782608695652,,0.07297958208797038,0.07297958208797038,,0.5434782608695652
SMI,"Probable NASH, NASH",,,0.5434782608695652,,,-0.07456616541869632,0.5434782608695652
Age,"Others, NAFL, Probable NASH",0.5433297375044948,0.536231884057971,,-0.060910979378562206,0.06003693420729066,,0.5433297375044948
eGFR,"NAFL, Probable NASH, NASH",,0.5090998524348254,0.5431322616584433,,-0.015011327705026167,0.07221729220930156,0.5431322616584433
SMA (Area),"None, NAFL, Probable NASH, NASH",0.5174034552845529,0.5134417907003577,0.5427907577126629,-0.02011880310428894,-0.02305847815984231,-0.06939942441396901,0.5427907577126629
PLT,"None, NAFL",0.5427631578947367,,,0.0676654219456781,,,0.5427631578947367
DBP,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5426158680282798,0.5390556045895851,,0.06758326114476688,0.06747164396503036,0.5426158680282798
SMA (Area),"NAFL, Probable NASH, NASH",,0.5092638137399574,0.5420977240171893,,-0.015281781290184883,-0.07048504725291016,0.5420977240171893
ALT,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5414485165794066,0.5046987285793256,0.5205350751610593,0.04521954407873124,0.007888058999743807,0.034981173633143514,0.5414485165794066
Ischemic Heart Diseae 유무,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5285415030112595,0.541427625772286,,0.11211508928490742,0.17727495893566916,0.541427625772286
이상지질혈증 유무,"Others, NAFL, Probable NASH",0.5413520316432938,0.5064699792960663,,-0.07962816619746879,0.014685570351046692,,0.5413520316432938
이상지질혈증 유무,"None, NAFL, Probable NASH, NASH",0.5177845528455285,0.5367485865928233,0.5412417710081321,0.02781802000964252,0.08529641111846548,0.09050233921293782,0.5412417710081321
HDL,"NAFL, Probable NASH",,0.5411899313501144,,,-0.07154580603359087,,0.5411899313501144
Smoking,"Others, Probable NASH, NASH, Cirrhosis",0.5411829740187949,0.5411829740187949,0.5339352428393523,0.10013278054598305,0.10013278054598305,0.10994564119572574,0.5411829740187949
SMA (Attenuation),"Others, NASH",0.5409836065573771,0.5409836065573771,0.5409836065573771,0.06547763228401182,0.06547763228401182,0.06547763228401182,0.5409836065573771
VFA (Area),"Probable NASH, NASH",,,0.5409836065573771,,,-0.0702877788782793,0.5409836065573771
Age,"Probable NASH, NASH",,,0.540983606557377,,,-0.07031378679812415,0.540983606557377
FIB-4_C,"None, NAFL",0.5409356725146198,,,0.07859988248524313,,,0.5409356725146198
Glucose,"None, NAFL",0.5409356725146198,,,0.06477337135067537,,,0.5409356725146198
TG,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.540818305216211,0.5239872068230277,0.5241258741258742,0.04664716221560138,0.04049891758893363,0.041064615798191574,0.540818305216211
HbA1c,"Probable NASH, NASH",,,0.5408054169636493,,,0.07238349106974976,0.5408054169636493
이상지질혈증 유무,"NAFL, Probable NASH, NASH",,0.5390227906214133,0.540744867101703,,0.08654396686029843,0.09171610289733297,0.540744867101703
Ischemic Heart Diseae 유무,"Probable NASH, NASH, Cirrhosis",,,0.5402667984189724,,,0.14550787743105836,0.5402667984189724
PLT,"None, NAFL, Probable NASH",0.5402508090614887,0.5268384326355341,,0.054593532877369934,0.04469108789531645,,0.5402508090614887
Nephropathy 유무,"Others, NASH, Cirrhosis",0.5397727272727273,0.5397727272727273,0.5397727272727273,0.14101901870444153,0.14101901870444153,0.14101901870444153,0.5397727272727273
Spleen (Volume),"NAFL, Probable NASH, NASH",,0.5268076733890802,0.5395511698233327,,-0.04422249983973855,0.06622130148335793,0.5395511698233327
이상지질혈증 유무,"Probable NASH, NASH, Cirrhosis",,,0.5395256916996047,,,0.08262959426406992,0.5395256916996047
Sex,"Others, None, NAFL, Probable NASH, NASH",0.5393352462936394,0.5119418483904465,0.5387481371087929,0.06754566658248887,-0.02410371179344829,-0.07051551982424445,0.5393352462936394
Ischemic Heart Diseae 유무,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5079624781849912,0.5249677538234752,0.5393253400143164,0.02184549619547633,0.10540609783915636,0.1684639721477848,0.5393253400143164
Smoking,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5334860383944153,0.539063939561452,0.5105583392984967,-0.05925370854607864,-0.10636540782734978,-0.02917213887646006,0.539063939561452
BMI_C,"Probable NASH, NASH, Cirrhosis",,,0.5390316205533596,,,-0.06861725687958048,0.5390316205533596
Smoking,"Others, NASH",0.5388585306618093,0.5388585306618093,0.5388585306618093,0.1246732219232492,0.1246732219232492,0.1246732219232492,0.5388585306618093
당뇨병/당뇨병 전단계 유무,"Others, None, NAFL",0.5383556931544548,,,0.10026729078718075,,,0.5383556931544548
PT INR,"Others, NASH, Cirrhosis",0.5380892255892256,0.5380892255892256,0.5380892255892256,-0.05600429834155491,-0.05600429834155491,-0.05600429834155491,0.5380892255892256
SBP,"NAFL, Probable NASH, NASH",,0.5377930808329233,0.5130510902435144,,0.06237332493753158,-0.021861884982240107,0.5377930808329233
Smoking,"Others, None, NAFL",0.5376676986584107,,,0.1032705386111864,,,0.5376676986584107
Nephropathy 유무,"Others, NAFL, Probable NASH, NASH",0.5274390243902439,0.5314307966177125,0.537641866330391,0.09022887007442536,0.14725158128762636,0.16564593733579078,0.537641866330391
Age,"NAFL, Probable NASH, NASH",,0.5376291195277914,0.505809326754735,,0.06209503154006014,-0.009729999398383588,0.5376291195277914
Weight,"Probable NASH, NASH",,,0.5375980042765502,,,-0.06448961065148512,0.5375980042765502
T.chol,"Others, NASH, Cirrhosis",0.5374579124579124,0.5374579124579124,0.5374579124579124,0.055007327543912556,0.055007327543912556,0.055007327543912556,0.5374579124579124
Nephropathy 유무,"Others, Probable NASH, NASH",0.5373831775700935,0.5373831775700935,0.5354816977318662,0.12657551823221713,0.12657551823221713,0.14915247660139197,0.5373831775700935
Spleen_Vl_Nor_BSA,"Others, None, NAFL",0.5373237014103887,,,0.06454947398025813,,,0.5373237014103887
Spleen (HU),"NAFL, Probable NASH, NASH, Cirrhosis",,0.5366588112071222,0.5370697263901147,,-0.058107395857047134,-0.06400922031413293,0.5370697263901147
Ischemic Heart Diseae 유무,"Others, Cirrhosis",0.5370370370370371,0.5370370370370371,0.5370370370370371,0.11785113019775793,0.11785113019775793,0.11785113019775793,0.5370370370370371
이상지질혈증 유무,"Others, Cirrhosis",0.537037037037037,0.537037037037037,0.537037037037037,0.07856742013183862,0.07856742013183862,0.07856742013183862,0.537037037037037
Smoking,"NAFL, Probable NASH, NASH, Cirrhosis",,0.536789735532862,0.5046337157987644,,-0.09663683160152826,-0.013259145351585587,0.536789735532862
SBP,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5365933490442525,0.5101500441306267,,0.05802649738036176,-0.017533242923358932,0.5365933490442525
SMI,"NAFL, Probable NASH, NASH, Cirrhosis",,0.5363969625556428,0.5189761694616063,,0.057692343029496794,-0.032766624684615664,0.5363969625556428
TG,"Others, NAFL, Probable NASH",0.5363178712693275,0.516692546583851,,0.05119897709964931,0.027738409845861154,,0.5363178712693275
Sex,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.536238579201314,0.5132669983416253,0.5340909090909092,0.059709951239741904,-0.026644693854286253,-0.06625429878146331,0.536238579201314
Nephropathy 유무,"Others, None, NAFL, Probable NASH, NASH",0.5176351028216164,0.5281239183108343,0.5361933148818395,0.07124232321417535,0.133546545834894,0.154955396004395,0.5361933148818395
Age,"Others, None, NAFL, Probable NASH",0.5209404150009518,0.5360305958132046,,-0.03415037207253012,0.057143744113506735,,0.5360305958132046
Ischemic Heart Diseae 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5082412255187125,0.519456289978678,0.5357517482517483,-0.02292829460516756,0.07997117215428674,0.14814659863333582,0.5357517482517483
Height,"None, NAFL",0.535453216374269,,,0.05612151353259235,,,0.535453216374269
SFA (Area),"Others, NAFL",0.5354126055880442,,,0.05729534071169078,,,0.5354126055880442
Smoking,"Others, None, NAFL, Probable NASH",0.5139920045688178,0.5352254428341385,,0.03837763132596056,-0.0939597349294081,,0.5352254428341385
Ischemic Heart Diseae 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5006159531875578,0.5187949143173024,0.5349025974025974,-0.002152028571863856,0.08003928150816739,0.14383282106433157,0.5349025974025974
FIB-4,"None, NAFL, Probable NASH",0.531957928802589,0.534621578099839,,0.04334142874877931,0.05764593008286424,,0.534621578099839
Nephropathy 유무,"NAFL, Probable NASH, NASH",,0.528611247745532,0.534617221072736,,0.11964898160984651,0.14693275552957122,0.534617221072736
Glucose,"None, NAFL, Probable NASH",0.5345873786407768,0.5116747181964574,,0.04692337425332512,-0.01944532404359633,,0.5345873786407768
이상지질혈증 유무,"Others, None, NAFL, Probable NASH, NASH",0.5054997608799617,0.5244029075804777,0.5339046199701937,-0.010856388421949815,0.056621307688602844,0.07092816305414652,0.5339046199701937
Age,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5313166569711072,0.5338930348258706,0.516958041958042,-0.03574674016395353,0.057156415230751934,0.028830435338198172,0.5338930348258706
PLT,"None, NAFL, Probable NASH, NASH",0.5337906504065041,0.5222106842044537,0.5086485091002968,0.039064496486340555,0.03810258761634155,0.014027044008977273,0.5337906504065041
Spleen (HU),"Others, Probable NASH, NASH, Cirrhosis",0.5337202874516307,0.5337202874516307,0.5099626400996263,0.04364139996894593,0.04364139996894593,-0.017181074945568066,0.5337202874516307
Spleen (HU),"Others, NASH",0.5336976320582878,0.5336976320582878,0.5336976320582878,0.05383716432240971,0.05383716432240971,0.05383716432240971,0.5336976320582878
Nephropathy 유무,"Others, Probable NASH, NASH, Cirrhosis",0.5335820895522388,0.5335820895522388,0.5260740971357409,0.10922673291384398,0.10922673291384398,0.11300534674299581,0.5335820895522388
Nephropathy 유무,"None, NAFL, Probable NASH, NASH",0.5066056910569106,0.5250374985577478,0.5334322963727895,0.019645622635039342,0.11049568792268984,0.1394931818280822,0.5334322963727895
ALT,"None, NAFL, Probable NASH",0.5329692556634305,0.5207997852925389,,0.04471908470506168,-0.03463696315857197,,0.5329692556634305
Smoking,"Others, Probable NASH, NASH",0.53288335064036,0.53288335064036,0.523130473837862,0.09238666533240054,0.09238666533240054,0.08068082574500353,0.53288335064036
LDL,"Probable NASH, NASH",,,0.5327868852459017,,,-0.06427502547025049,0.5327868852459017
ALT,"NAFL, Probable NASH",,0.5326086956521738,,,-0.05616988651218807,,0.5326086956521738
FIB-4,"NAFL, Probable NASH",,0.532418001525553,,,0.055831134067858355,,0.532418001525553
Spleen_Vl_Nor_WH,"Others, Probable NASH",0.5322061191626408,0.5322061191626408,,-0.05386512950707996,-0.05386512950707996,,0.5322061191626408
이상지질혈증 유무,"Others, NAFL, Probable NASH, NASH",0.526196928635953,0.5224187805963507,0.5321563682219419,-0.042081919511231164,0.05130797528261845,0.06912655995868842,0.5321563682219419
Ischemic Heart Diseae 유무,"NAFL, Probable NASH, NASH",,0.5192654533530087,0.5312748686932994,,0.09076944904935003,0.14955818096351312,0.5312748686932994
Age,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5123703931834513,0.53116362631288,0.5165658205430933,-0.017481379076154133,0.053678785363565594,0.02761245772742465,0.53116362631288
HDL,"Others, None, NAFL",0.5311317509459924,,,-0.05438244687370554,,,0.5311317509459924
이상지질혈증 유무,"Others, None, NAFL",0.5309597523219814,,,-0.07435406646817527,,,0.5309597523219814
SMA (Attenuation),"Others, Probable NASH, NASH, Cirrhosis",0.5309563294637921,0.5309563294637921,0.5298879202988791,0.04006423603706512,0.04006423603706512,-0.051543224836704205,0.5309563294637921
T.bil,"Others, Cirrhosis",0.5308641975308641,0.5308641975308641,0.5308641975308641,-0.053564596788123184,-0.053564596788123184,-0.053564596788123184,0.5308641975308641
Height,"None, NAFL, Probable NASH",0.5032362459546926,0.5307300053676864,,0.004391907528784679,-0.05120018086413786,,0.5307300053676864
Ischemic Heart Diseae 유무,"Others, Probable NASH, NASH, Cirrhosis",0.5002763957987839,0.5002763957987839,0.5305884184308842,0.0007863428770719749,0.0007863428770719749,0.11595941801189388,0.5305884184308842
TG,"Others, NAFL",0.5305393112410656,,,0.049583401695299595,,,0.5305393112410656
Weight,"NAFL, Probable NASH",,0.5301296720061023,,,0.05189923356955437,,0.5301296720061023
Ischemic Heart Diseae 유무,"Probable NASH, NASH",,,0.5301140413399859,,,0.129600464826938,0.5301140413399859
SMI,"None, NAFL, Probable NASH, NASH, Cirrhosis",0.5008726003490401,0.5292058227381611,0.5167322834645669,0.0009519070594789801,0.049025407742930655,-0.028500683199777964,0.5292058227381611
Ischemic Heart Diseae 유무,"None, NAFL, Probable NASH, NASH",0.5005081300813008,0.5156917041652245,0.5291725829353299,0.001680162163636483,0.07699335769457503,0.1353288560772582,0.5291725829353299
이상지질혈증 유무,"Others, Probable NASH, NASH, Cirrhosis",0.5026257600884466,0.5026257600884466,0.5289539227895392,-0.004315369274442105,-0.004315369274442105,0.06340723555405889,0.5289539227895392
이상지질혈증 유무,"Others, Probable NASH",0.5285829307568438,0.5285829307568438,,-0.06289612222163098,-0.06289612222163098,,0.5285829307568438
Spleen (Volume),"None, NAFL",0.5285087719298245,,,-0.04509830938768912,,,0.5285087719298245
Ischemic Heart Diseae 유무,"Others, NAFL",0.5282651072124755,,,-0.14226458649957882,,,0.5282651072124755
Nephropathy 유무,"Others, NAFL, Probable NASH, NASH, Cirrhosis",0.5261780104712042,0.5276297085998579,0.5282342657342657,0.08243915487768687,0.12854839985357647,0.13243044496704262,0.5282342657342657
Height,"NAFL, Probable NASH",,0.5282227307398932,,,-0.04863464706451039,,0.5282227307398932
이상지질혈증 유무,"Probable NASH, NASH",,,0.527975766215253,,,0.06231742773891856,0.527975766215253
Age,"None, NAFL, Probable NASH, NASH",0.5040650406504066,0.5279220029998846,0.5081321801987866,-0.00470067495631089,0.047912491081580674,-0.013192939024091861,0.5279220029998846
Glucose,"NAFL, Probable NASH",,0.5278413424866514,,,-0.047968851775971724,,0.5278413424866514
SMA (Attenuation),"Probable NASH, NASH",,,0.5277975766215253,,,-0.04767345002178945,0.5277975766215253
Nephropathy 유무,"Probable NASH, NASH",,,0.5274411974340699,,,0.10330332414746415,0.5274411974340699
Cerebrovascualr disease 유무,"None, NAFL, Probable NASH, NASH",0.5274390243902439,0.5095188646590516,0.5131018458758229,0.08577849773969473,0.04415722528289884,0.0574620994870318,0.5274390243902439
HbA1c,"Others, None, NAFL",0.5273477812177503,,,0.05283617660969162,,,0.5273477812177503
Ischemic Heart Diseae 유무,"Others, NAFL, Probable NASH",0.5273282991729593,0.5069875776397514,,-0.1283890026796945,-0.03869545277756867,,0.5273282991729593
Smoking,"Others, None, NAFL, Probable NASH, NASH",0.5082496413199427,0.5273018345448253,0.5108047690014903,0.020853178243108145,-0.08111959499906975,-0.02894482585827433,0.5273018345448253
DBP,"NAFL, Probable NASH",,0.5272692601067888,,,0.04699830328456493,,0.5272692601067888
Weight,"NAFL, Probable NASH, NASH",,0.5022954582718477,0.5271367181282827,,0.0037871023212195107,-0.04544113534472477,0.5271367181282827
Waist,"Probable NASH, NASH",,,0.5270848182466144,,,-0.046451053867384594,0.5270848182466144
Age,"Others, None, NAFL, Probable NASH, NASH",0.5269607843137256,0.5122879889235029,0.5161805407707047,-0.03973816948501128,0.02128888428458007,-0.02527473632653555,0.5269607843137256
Nephropathy 유무,"Others, None, NAFL, Probable NASH, NASH, Cirrhosis",0.5163740889025766,0.5243228302929797,0.5267857142857143,0.0641189761387366,0.11609300416859361,0.12371791482634838,0.5267857142857143
Spleen (HU),"Probable NASH, NASH, Cirrhosis",,,0.5266798418972332,,,-0.04388351654278852,0.5266798418972332
SMA (Area),"NAFL, Probable NASH",,0.5263157894736843,,,0.045321744125673254,,0.5263157894736843
Cerebrovascualr disease 유무,"None, NAFL",0.5263157894736842,,,0.12725695259515554,,,0.5263157894736842
Ischemic Heart Diseae 유무,"Others, Probable NASH",0.5261674718196456,0.5261674718196456,,-0.1272749430424047,-0.1272749430424047,,0.5261674718196456
LDL,"Others, Probable NASH, NASH",0.500865351332641,0.500865351332641,0.5260498540309904,0.0013771557955337785,0.0013771557955337785,-0.05146932563212314,0.5260498540309904
Spleen (HU),"NAFL, Probable NASH, NASH",,0.5259878668634204,0.5215661308292217,,-0.042870129814058466,-0.03610859698589537,0.5259878668634204
Ischemic Heart Diseae 유무,"Others, NAFL, Probable NASH, NASH",0.5156955736224029,0.5101802403204273,0.5255989911727618,-0.05161239893146142,0.04769387500112499,0.1126503359436031,0.5255989911727618
SMI,"None, NAFL",0.5255847953216375,,,-0.04047284175818253,,,0.5255847953216375
FIB-4,"None, NAFL",0.5255847953216374,,,0.04047284175818253,,,0.5255847953216374
